BeerID|Beer|Brewer|Aroma|Appearance|Taste|Palate|Overall|MyScore|Comments|Date|Country|State|City|Style
100455|Brewpub København Blonde|Brewpub København|6|3|6|3|12|3|No head. Yellow body with light carbonation. Fruity honey and wood aroma. Dry-acidic fruity mealy wooden taste with banana notes. Dry mealy aftertaste lingers. Flat mouthfeel. Nice, but not great. &#40;0.1l taster at brewpub.&#41;|7/26/2009 9:09:01 AM|Denmark||Copenhagen|Belgian Ale
104652|Brewpub København Zeus|Brewpub København|7|3|7|3|13|3.3|Medium white head. Deep yellow body. Citric mango aroma with dusty notes. Dry-sweetish mango and grass taste with wooden dusty notes. Mid-bodied. Mild mouthfeel. Bitter grassy fruity aftertaste. Very good. &#40;0.1l taster at the brewpub.&#41;|7/26/2009 9:07:45 AM|Denmark||Copenhagen|American Dark Lager
21296|&#268;erná Hora Granat Tmavé 12°|Pivovar &#268;erná Hora (Pivovary Lobkowicz)|6|5|6|4|13|3.4|Medium beige head. Beautiful dark red body. Malty strawy raisiny aroma with roasty wild berry notes. Dry-sweetish strawy roasty papery taste with raisiny wooden notes. Harmonic and balanced. Mild mouthfeel. Clean. Dry wooden roasty wild berry aftertaste. Very nice, and highly drinkable, if slightly acrid. &#40;0.5l bottle from Pivovarsky Klub, Prague.&#41;|7/21/2009 1:24:20 PM|Czech Republic||&#268;erná Hora|Schwarzbier
107087|Halmstad Cider Päron Lite|Krönleins Bryggeri|3|2|3|2|5|1.5|Medium coarseish grayish head doesn't last. Pale greenish nearly colourless body. Intensely sugary pear aroma, kind of artificial, with mealy watery notes. Sweet papery pear sugar taste with mealy artificial notes. Sugary in the mouth, cloying. Sweet mealy artificial aftertaste. Useless. Drainpour. &#40;0.5l can.&#41;|7/21/2009 1:22:42 PM|Sweden||Halmstad|Perry
105262|Lervig White Dog Brand|Lervig Aktiebryggeri|5|3|6|3|12|2.9|Medium white head. Hazy pale yellow body. So visuals are OK, at least. Sugary mealy herbal aroma with chemical bready notes. Dry herbal mealy coriander taste with citric notes. Mid-bodied. Sharpish edge to mouthfeel. Dry herbal aftertaste. Not at all bad.  Did not enjoy aroma &#40;when warm&#41; so much, but taste is quite good. Lacks character, though. &#40;0.33l bottle, Vika Mat, Oslo.&#41;|7/21/2009 1:20:26 PM|Norway||Stavanger|Belgian White (Witbier)
84653|Grusomme Lervig Pilsner|Lervig Aktiebryggeri|5|2|4|3|8|2.2|Medium coarseish head doesn't last. Pale yellow body with light carbonation. Straw and soda aroma with bready notes. Mid-bodied. Mild mouthfeel. Dry grassy soda aftertaste with papery buttery salty notes. Flawed, but still quite nice in some weird way. &#40;0.5l can, Vika Mat, Oslo.&#41;|7/21/2009 1:18:56 PM|Norway||Stavanger|Pilsener
37749|Beliy Medved Svetloe|OAO Amstar (Efes Russia)|5|3|5|3|8|2.4|Big shiny offwhite head. Yellow body with carbonation. Mealy grassy aroma with faint vegetable notes. Dry-sweetish grassy straw taste with mealy papery notes. Some apple and alcohol. Mid-bodied. Dry mealy papery aftertaste with straw notes. Decent, but boring. &#40;0.5l can, Barentsburg hotel bar, Svalbard.&#41;|7/21/2009 1:17:04 PM|Russia||Ufa, Bashkortostan|Pale Lager
5366|Acme California IPA|North Coast Brewing Company|7|4|7|3|14|3.5|Medium offwhite shiny head. Pale hazy amber body. Citrusy mango aroma with straw and caramel notes. Dry-sweetish intense citrusy mango taste with earthy caramel and alcohol notes. Clean, fresh palate. Mid-to-thin-bodied. Dry strawy resiny medicinal aftertaste with fruity salty notes. Very good, but not perfect. A bit thinnish and medicinal. &#40;0.355l bottle, Olympen, Oslo.&#41;|7/21/2009 1:15:33 PM|United States|California|Fort Bragg|India Pale Ale (IPA)
10532|Eggenberg Tmavy Lezák 11°|Pivovar Eggenberg|6|4|5|3|12|3|Big beige-brown head with some big bubbles. Pretty dark red body. Earthy syrupy plum aroma with caramel and honey notes. Dry-acidic-sweet earthy soy taste with burnt sooty notes. Mid-bodied. Mild, smooth mouthfeel. Sour vinegary aftertaste lingers for a long time. It's not a total miss, but I'd be lying if I pretended to like this. &#40;0.5l bottle from Pivovarsky Klub, Prague.&#41;|7/21/2009 1:13:25 PM|Czech Republic||Ceský Krumlov|Schwarzbier
36769|Engel Keller-Dunkel|Crailsheimer Engelbräu|6|4|6|3|13|3.2|Medium lasting offwhite head. Dark red body with light carbonation. Earthy toffee and wild berry aroma with syrupy straw notes. Dryish watery earthy floral perfumy taste with cinnamon notes. Mild mouthfeel. Mid-bodied. Dryish faintly tart wooden caramelly straw aftertaste. Quite nice and drinkable. &#40;0.5l bottle from some Kiel supermarket.&#41;|7/21/2009 1:11:35 PM|Germany|Baden-Württemberg|Crailsheim|Dunkel
596|Rogue Dry Hopped St. Rogue Red Ale|Rogue Ales|7|4|6|3|12|3.2|Medium offwhite head. Hazy red body with carbonation. Malty raisiny wild berry aroma with papery citric soapy notes. Dry papery malty grainy taste with wild berry and licorice notes. Mid-bodied. Faintly astringent mouthfeel. Dry resiny chalky papery aftertaste with roasty malty raisiny notes. Some chocolate, too, which jars a bit. Nice, but not great. &#40;0.355l bottle, Olympen, Oslo.&#41;|7/21/2009 1:09:38 PM|United States|Oregon|Newport|Amber Ale
49117|Left Hand Haystack Wheat|Left Hand Brewing Co.|6|3|6|3|12|3|Small white head. Hazy yellow body. Spicy banana and cloves aroma with grassy notes. Dry-sweetish sugary wheaty banana taste with watery chalky notes. Mid-bodied. Mild mouthfeel. Dry herbal spicy straw aftertaste. Quite nice, but nothing special. Could use more flavour. &#40;0.355l bottle, Olympen, Oslo.&#41;|7/21/2009 1:07:13 PM|United States|Colorado|Longmont|German Hefeweizen
102843|Nøgne Ø Tyttebær|Nøgne Ø|6|4|6|3|14|3.3|Biggish lasting brownish offwhite head. Hazy amber body with vigourous carbonation. Vinuous yoghurty lingonberry aroma with soft phenolic plastic notes. Dry-acidic metallic lingonberry taste with herbal raspberry notes. Thinnish body. Sharpish mouthfeel. Dry-acidic lingonberry and herbs aftertaste with wooden notes. Interesting, unusual, and fairly good, but not great. Not a gimmick beer, though. The alcohol is well hidden. &#40;0.5l bottle, Olympen, Oslo. Batch #337.&#41;|7/21/2009 12:59:46 PM|Norway||Grimstad|Sour Ale/Wild Ale
24362|Postbrauerei Postwirts Dunkel|Postbrauerei Nesselwang Fam. Karl Meyer|6|4|6|3|13|3.2|Medium beige head. Lovely reddish coppery body. Fruity earthy malty roasty aroma, impressively harmonic, with grassy hoppy cinnamon notes. Dry-sweetish earthy roasty malty taste with caramelly notes. Mild, smoothish mouthfeel. Mid-bodied. Dry earthy toffeeish aftertaste with grassy metallic notes. Very nice, highly drinkable. &#40;0.5l bottle from some Kiel supermarket.&#41;|7/21/2009 12:57:39 PM|Germany|Bavaria|Nesselwang|Dunkel
56622|Engel Frühlingsbier|Crailsheimer Engelbräu|6|4|6|3|14|3.3|Medium offwhite head. Coppery body with very light carbonation. Harmonic roasty metallic grass and earth aroma with pea notes. Dry-sweetish floral earthy grassy taste with toffee notes. Fullish body. Mild, clean mouthfeel. Dry floral dusty caramel aftertaste with grainy strawy notes. Very nice, and highly drinkable. &#40;0.5l bottle from some Kiel supermarket.&#41;|7/21/2009 12:55:57 PM|Germany|Baden-Württemberg|Crailsheim|Oktoberfest/Märzen
104461|Nøgne Ø Tiger Tripel|Nøgne Ø|7|4|7|3|15|3.6|Huge shiny offwhite lasting head. Hazy yellow body with slow bubbles. Harmonic honey, fruit, pepper, and grass aroma with mealy spicy rubbery coriander notes. Dry-sweetish grassy honey and fruit taste with mealy peppery coriander notes. Sharpish, hot mouthfeel. Mid-bodied. Slightly heavier palate than one would wish for in a Belgian trippel. Dry herbal fruity honey aftertaste with metallic grassy notes. Very nice. Full of flavour, yet balanced. One of the more successful non-Belgian Belgians. &#40;0.5l bottle, Olympen, Oslo. Batch #414.&#41;|7/21/2009 12:50:08 PM|Norway||Grimstad|Abbey Tripel
55211|Avery Mephistopheles Stout|Avery Brewing Company|7|4|7|4|14|3.6|Small brown head. Black body. Alcoholic syrupy toffee aroma with chocolate notes. Intense dry-sweet alcoholic citric fruity roasty chalky taste with resiny notes. Sharp, hot mouthfeel from the alcohol. Dry chocolatey citric aftertaste with peppery notes. The citrus doesn't entirely fit with the other tastes. Not bad, though. &#40;Oslo beer junta tasting.&#41;|7/21/2009 12:47:46 PM|United States|Colorado|Boulder|Imperial Stout
101683|Beer Here Mørke Pumpernickel Porter |Beer Here|6|4|7|3|15|3.5|Biggish dark brown head. Opaque black body. Leather and unidentifiable fruit &#40;kiwi?&#41; in the aroma. Dryish kiwi raspberry and roasty wooden taste with minty licorice notes. Mid-bodied. Mild mouthfeel. Dry metallic roasty raspberry aftertaste. Very nice, and wildly unusual, yet drinkable. &#40;Oslo beer junta tasting.&#41;|7/21/2009 12:42:42 PM|Denmark||Køge|Porter
72830|Lost Abbey 10 Commandments|Port Brewing/Lost Abbey|7|4|5|3|12|3.1|Small brown head. Dark brown body. Vinuous herbal roasty aroma with eucalyptus notes. Dry-acidic intense spicy eucalyptus taste with roasty wild berry notes. Disharmonic. Dry-acidic chocolate and wild berry taste with eucalyptus notes. Decent, but tastes clash. &#40;Oslo beer junta tasting.&#41;|7/21/2009 12:39:45 PM|United States|California|San Marcos|Belgian Strong Ale
83778|Lost Abbey Serpents Stout|Port Brewing/Lost Abbey|6|4|7|3|17|3.7|Medium brown head. Dark brown body barely translucent at edges. Alcoholic fruity minty aroma with roasty notes. Dry-sweetish salty licorice and roasty tar taste. Round and smooth mouthfeel with alcohol heat. Dry-acidic minty burnt wood and oak aftertaste. Excellent&#033; &#40;Oslo beer junta tasting.&#41;|7/21/2009 7:49:35 AM|United States|California|San Marcos|Imperial Stout
66094|Braunstein Heritage 2005-2006|Bryghuset Braunstein|7|4|6|3|13|3.3|Biggish brownish head. Brownish body. Earthy papery bubblegum aroma with alcoholic vinuous notes. Sweetish yeasty licorice fruity strawberry taste. Mid-bodied. Soft mouthfeel. Dryish mild strawberry juice aftertaste with yeast notes. &#40;0.5l bottle. 2006 edition.&#41;|7/21/2009 7:48:08 AM|Denmark||Køge|Doppelbock
6013|Cantillon Kriek|Cantillon|7|4|7|3|14|3.5|Small pinkish head. Hazy pink-purple body. Intense funky barnyard aroma with vinegary fruit notes. Dry-sour taste with sweetish wooden metallic cherry notes. Intensely astringent and source. Sourness lingers. Surprisingly drinkable. &#40;Oslo beer junta rating. Need to rerate.&#41;|7/21/2009 7:46:38 AM|Belgium||Brussels|Lambic - Fruit
14396|AleSmith IPA|AleSmith Brewing Company|7|3|7|3|14|3.4|Small white head. Yellow body. Tropical fruit and strawy malty aroma. Dry-sweetish tropical fruit and chalk taste with citric notes. Mid-bodied. Smooth mouthfeel. Dry honey and resin aftertaste with wooden citric notes. Excellent drinkable IPA. &#40;Oslo beer junta tasting. Need to rerate.&#41;|7/21/2009 7:42:20 AM|United States|California|San Diego|India Pale Ale (IPA)
95572|BrewDog Chaos Theory|BrewDog|7|4|7|3|14|3.5|Medium offwhite head. Hazy amber body. Resiny tropical fruit aroma with wooden notes. Dry-sweetish resiny fruity hop taste, surprisingly mild. Chalky mouthfeel. Nice, drinkable, subdued. &#40;Oslo beer junta tasting. Need to rerate.&#41;|7/21/2009 7:40:41 AM|Scotland||Ellon, Aberdeenshire|India Pale Ale (IPA)
96820|Oppigårds Single Hop Ale|Oppigårds Bryggeri|7|3|7|3|14|3.4|Medium white head. Pale yellow body. Aroma mild right away, then floral citric. Dry citric floral taste with resiny notes. Thinnish body. Dry floral resiny citric aftertaste. Very nice and drinkable. More complex than expected from a single-hop beer. &#40;Oslo beer junta tasting.&#41;|7/21/2009 7:39:39 AM|Sweden||Hedemora|American Pale Ale
90232|Lagunitas We're Only In It For The Money|Lagunitas Brewing Company|6|3|7|3|15|3.4|Small offwhite head. Hazy amber body. Light herbal funky aroma with alcohol notes. Dry-sweetish intensely fruity pineapple taste with soft funky metal notes. Mid-bodied. Sharpish, chalky notes. Dry metallic fruity resiny aftertaste with funky herbal notes. Very good. &#40;Oslo beer junta tasting.&#41;|7/21/2009 7:37:00 AM|United States|California|Petaluma|Abbey Tripel
64627|Lost Abbey Judgment Day|Port Brewing/Lost Abbey|7|4|7|3|15|3.6|Small white head. Hazy dark brown body. Herbal licorice bubblegum and eucalyptus aroma with chocolate notes. Dry-sweetish chocolatey toffee and marzipan taste with earthy alcohol notes. Hot, yet mild and rounded mouthfeel. Dry wooden alcohol and chocolate aftertaste. Nice, mild, drinkable. &#40;Oslo beer junta tasting.&#41;|7/21/2009 7:35:33 AM|United States|California|San Marcos|Abt/Quadrupel
47030|Jolly Pumpkin Bière de Mars|Jolly Pumpkin Artisan Ales|7|4|7|4|14|3.6|Small white head. Hazy brownish red body. Wooden funky barnyard aroma with vinegary peppery herbal notes. Dry-acidic peppery herbal vinegary taste with wooden metallic notes. Light, delicate, harmonic. Thin-bodied. Sharp mouthfeel. Dry-acidic peppery vinegar herbal aftertaste. Nice, interesting, balanced, fairly drinkable. &#40;Oslo beer junta tasting.&#41;|7/21/2009 7:33:38 AM|United States|Michigan|Dexter|Bière de Garde
73023|Avery Anniversary Fourteen|Avery Brewing Company|7|4|8|3|16|3.8|Medium brown head. Dark red body. Intense malty raisiny caramelly aroma with toffee, alcohol, mint, and resin notes. Sweet-dry syrupy roasty chocolate wood and raisins taste with roasty malt notes. Full body. Smooth, yet sharpish mouthfeel. Dry bitter dark chocolate aftertaste. Excellent&#033; &#40;0.655l bottle at Oslo beer junta tasting.&#41;|7/21/2009 7:29:37 AM|United States|Colorado|Boulder|American Strong Ale 
58839|Avery Anniversary Thirteen|Avery Brewing Company|7|4|7|3|15|3.6|Medium brownish head. Hazy dark red brown body. Papery syrupy malty aroma with caramel and alcohol notes. Dryish-sweet raisiny licorice and soy taste with alcohol and paper notes, with some vanilla and roasty chocolate. Rounded smooth mouthfeel with alcohol heat. Fullish body. Dry chocolate and vanilla aftertaste with wooden notes. Was told this was perhaps a bit past its prime at 3-4 years of age. &#40;0.655l bottle, Oslo beer junta tasting.&#41;|7/21/2009 7:27:02 AM|United States|Colorado|Boulder|Weizen Bock
76328|Glazen Toren Cuvée Angélique|Kleinbrouwerij De Glazen Toren|7|4|6|3|14|3.4|Medium offwhite head. Hazy dark brown body. Peppery spicy herbal Belgian yeast aroma with caramel notes. Delicious and harmonic. Dry roasty papery peppery taste with herbal notes. Mid-bodied. Sweetish. Chalky. Dry resiny herbal aftertaste. Nice and drinkable. &#40;0.75l bottle, Oslo beer junta tasting.&#41;|7/21/2009 7:24:41 AM|Belgium||Erpe-Mere|Belgian Strong Ale
7501|Cantillon Lou Pepe Gueuze|Cantillon|7|3|8|4|17|3.9|Medium white head. Hazy yellow body. Grain, wood, and metal aroma with citric apple barnyard notes. Dry-sour metallic wooden taste with green apple notes. Sharp mouthfeel. Thinnish body. Clean palate. Dry-sour metallic citric apple aftertaste with vinegary barnyard notes. There seems to be surprisingly much sweetness in here, too. Outstanding harmony and clarity to the flavour. Really love it. &#40;0.75l bottle, Oslo beer junta tasting. Rated 2008 vintage again in 2012.&#41;|7/20/2009 3:21:25 PM|Belgium||Brussels|Lambic - Gueuze
8789|Pelican India Pelican Ale|Pelican Pub & Brewery|7|3|7|3|15|3.5|Small white head. Hazy yellow body. Can smell citric aromas even before the glass reaches me. Citric mango and grapefruit aroma with resiny caramel notes. Dry-sweetish honey resiny caramel taste with grapefruit notes. Mid-bodied. Dry resiny wooden aftertaste with peppery notes. Very nice and drinkable. &#40;At Oslo beer junta tasting.&#41;|7/20/2009 3:19:09 PM|United States|Oregon|Pacific City|India Pale Ale (IPA)
91443|Birra del Borgo Bir & Fud House Beer|Birra del Borgo|6|4|6|3|13|3.2|Medium white head. Hazy golden body. Herbal Belgian yeast aroma with peppery notes. Mildly funky. Dry-sweetish-acidic herbal peppery taste with vinegary fruity notes. Mid-bodied. Peppery, spicy hot mouthfeel. Dry-acidic funky herbal aftertaste. Nice&#033; &#40;0.5l bottle, shared by KnutAlbert.&#41;|7/20/2009 3:17:07 PM|Italy||Borgorose|Belgian Ale
881|Greene King Strong Suffolk (Olde Suffolk)|Greene King|7|4|6|3|14|3.4|Thin brown head. Red-brown body. Vinuous plummy caramel aroma with wooden alcoholic notes. Dry-swetish-acidic caramelly papery wooden taste. Tart. Thin body. Sharp mouthfeel. Dry-acidic cherry wooden aftertaste. Nice, if perhaps a bit too old &#40;2000 vintage&#41;. &#40;0.5l bottle bought so long ago I no longer know where.&#41;|7/20/2009 3:15:37 PM|England|Suffolk|Bury St. Edmunds|Old Ale
86884|Gundestrup Ale|Gundestrup Mejeri og Bryghus|6|4|6|3|13|3.2|Small white head. Chestnut brown body. Caramelly roasty almonds aroma with watery notes. Dry-sweetish peas and caramel taste with roasty chocolate notes. Mid-bodied. Dryish aftertaste with chocolate and peas notes. Nice, mild, unremarkable. &#40;0.5l bottle from wine shop in Svendborg, Denmark.&#41;|7/20/2009 3:13:48 PM|Denmark||Kirkeby, Stenstrup|American Pale Ale
64372|Amiata Aldobrandesca|Birra Amiata|7|3|6|3|13|3.2|Medium white head. Muddy white body. Herbal spicy funky aroma, delicate and harmonic, with rosemary notes. Dry-acidic metallic peppery herbal taste. Mid-bodied. Mild, clean mouthfeel. Dry-acidic wooden peppery taste. Very light and delicate, maybe even too delicate. &#40;0.75l bottle, Oslo beer junta tasting.&#41;|7/20/2009 3:12:11 PM|Italy||Arcidosso (GR)|Belgian Ale
84679|Amiata Bastarda Doppia|Birra Amiata|6|4|6|3|12|3.1|Small white coarseish head. Muddy brown body. Caramelly hoppy vinegary aroma. Dry-acidic caramelly wooden metallic taste with fruity wild berry notes. Mid-to-thin body. Sharpish mouthfeel. Dry astringent acidic aftertaste with wooden vinegar notes. Too acidic for me. &#40;0.75l bottle at Oslo beer junta tasting.&#41;|7/20/2009 3:10:37 PM|Italy||Arcidosso (GR)|Spice/Herb/Vegetable
102652|Aass After Beach|Aass Bryggeri|5|3|4|3|8|2.3|Medium offwhite head. Deep golden body. Light buttery minty aroma with sugary notes. Dry-sweetish sugary grainy straw taste with minty salty notes. Mid-to-thin body. Dryish minty straw aftertaste with papery earthy notes. Not really very enjoyable. &#40;0.33l bottle, Jacob's, Oslo.&#41;|7/20/2009 3:08:08 PM|Norway||Drammen|Pale Lager
64137|Stevns Klintekongens Stout|Stevns Bryghus|6|4|6|3|12|3.1|Medium brown head. Nearly opaque black body. Roasty earthy chocolatey aroma with pine needle and vinegar notes. Dry roasty chocolatey taste with resiny vinegar notes. Mid-bodied. Mild mouthfeel. Dry roasty chocolatey aftertaste with fain vinegar notes. Not bad, but too mild and vinegary for me. Kind of odd. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;|7/20/2009 3:06:34 PM|Denmark||Haarlev|Stout
59725|Stevns Elverpigens Fryd|Stevns Bryghus|6|4|6|3|12|3.1|Medium white head. Hazy opaque deep yellow body. Mild fruity spicy aroma. Dryish milky ashy taste with spicy grassy notes. Mid-bodied. Mild mouthfeel. Dry spicy grassy aftertaste with mild banana notes. Quite nice, and very drinkable, but a bit boring. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;|7/20/2009 3:04:40 PM|Denmark||Haarlev|German Hefeweizen
38482|Hantverksbryggeriet Narren|Hantverksbryggeriet|5|4|6|3|13|3.1|Medium white head. Hazy brown body. Faint rye crisp bread aroma with roasty notes. Dry roasty dusty rye taste with chocolatey earthy notes. Mid-bodied. Clean mouthfeel. Dry roasty floral earthy aftertaste. Quite nice, if a bit unusual. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;|7/20/2009 3:02:43 PM|Sweden||Västerås|Premium Bitter/ESB
80959|Aigua de Moritz|Cervezas Moritz|4|2|3|2|6|1.7|Medium coarseish white head disappears completely. Yellow body. Rubbery, grainy aroma with watery metallic notes. Dry watery papery taste. Thin, sharp, unclean mouthfeel. Harsh bitter aftertaste with salty notes. Hardly any taste, and yet it's unpleasant. Yuk. &#40;0.33l bottle @ Øl & Mat '09, Oslo.&#41;|7/20/2009 2:59:46 PM|Spain||Barcelona|Low Alcohol
87320|BrewDog Cult Lager|BrewDog|7|4|7|3|14|3.5|Medium offwhite head. Amber body. Fruity floral resiny aroma with grassy straw notes. Very harmonic and clean. Dry-sweet resiny floral grassy taste with strawy fruity honey notes. Mid-bodied. Mild mouthfeel. Dry strawy grassy aftertaste. Very nice. Mild and easy to drink. Girlfriend-approved, too. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;|7/20/2009 2:56:42 PM|Scotland||Ellon, Aberdeenshire|Premium Lager
105272|Oslo Festivaløl|Oslo Mikrobryggeri|6|4|6|3|12|3.1|Medium white head. Amber body. Light fruity honeyish aroma with floral notes. Dry-sweetish fruity strawy taste with grassy resiny hop notes. Mid-bodied. Slightly fizzy mouthfeel. Dry grainy grassy aftertaste with alcohol and flower notes. Bitterness a bit harsh. Quite nice and very drinkable. Girlfriend-approved, too. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;|7/20/2009 2:52:16 PM|Norway||Oslo|Altbier
65894|Det Lille Bryggeri Bjønnøl|Det Lille Bryggeriet|6|4|5|3|11|2.9|Small beige-brown head. Nearly opaque black body goes translucent red at edges. Roasty chocolatey aroma with milky earthy strawberry jam notes. Dry-sweetish earthy roasty dusty taste with chocolatey notes and faintly acidic tinge. Mid-to-thin body. Fizzy mouthfeel. Dry earthy roasty metallic aftertaste with musty, vinegary notes. Not bad, but seems faintly infected. Could use more hops. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;|7/20/2009 2:50:14 PM|Norway||Rena|Dunkel
80407|Innis & Gunn Rum Cask|Innis & Gunn|7|4|7|3|15|3.6|Medium offwhite head. Perfect deep amber body. Light, delicate peppery vanilla aroma with floral metallic notes. Dry-acidic floral vinegary taste with metallic notes. Mid-bodied. Mild mouthfeel. Dry floral vinegary earthy afertaste. Very nice and highly interesting. A unique beer. &#40;Taster at Dr. Jekyll's, Oslo.&#41;|7/20/2009 2:47:32 PM|Scotland||Edinburgh|English Strong Ale
103719|Innis & Gunn Canadian Cask Oak Aged Beer |Innis & Gunn|6|4|6|3|14|3.3|Medium offwhite head. Perfect amber body. Earthy floral vanilla aroma, very subtle and harmonic. Dryish-sweetish roasty chocolatey earthy fruity taste with dusty notes. Mid-bodied. Mild, rounded mouthfeel. Dry salty floral earthy aftertaste with chocolate notes. Vanilla notes linger. Nice&#033; &#40;Taster at Dr. Jekyll's, Oslo.&#41;|7/20/2009 2:45:00 PM|Scotland||Edinburgh|English Strong Ale
82669|Innis & Gunn Blonde|Innis & Gunn|6|3|6|3|13|3.1|Small white head. Deep yellow body. Perfumy fruit floral aroma. Dryish perfumy vanilla and flowers taste with papery notes. Mid-bodied. Low fizz. Very clean palate. Mild dry hoppy aftertaste. Not very flavourful. Quite nice, but very mild, almost bland. &#40;Taster at Dr. Jekyll's, Oslo.&#41;|7/20/2009 2:42:57 PM|Scotland||Edinburgh|English Strong Ale
9137|Harviestoun Old Engine Oil (Bottle)|Harviestoun|7|4|7|4|15|3.7|Biggish brown lasting head. Opaque black body goes dark brown at edges. Chocolatey toffee aroma with earthy caramelly malty rasiny notes. Very harmonic. Dry-sweetish salty smoky roasty chocolate taste with salmiak licorice notes. Mid-bodied. Very harmonic. Smooth, mild mouthfeel. Perhaps a tad watery. Dry salty chocolate and earth aftertaste. Very nice and dangerously drinkable. Could use slightly more body and hops. &#40;0.33l bottle, Olympen, Oslo.&#41;|7/20/2009 1:14:47 PM|Scotland||Alva, Central|Old Ale
2705|Birra Moretti|Heineken Italia|5|3|5|3|10|2.6|Small white head. Yellow body with carbonation. Mild straw and rubber aroma with faint sulphury notes. Dry mealy straw taste with rubbery notes. Mid-bodied. Dusty mouthfeel. Dry dusty straw aftertaste with dandelion notes. Surprisingly dry. Clean and fairly fresh. Not bad. &#40;0.33l bottle, Ekebergrestauranten, Oslo.&#41;|6/25/2009 7:06:05 AM|Italy||Milano|Pale Lager
71456|Flensburger Kellerbier|Flensburger Brauerei|6|4|5|3|11|2.9|Big white head. Hazy amberish brown body. Strong dusty straw and caramel aroma, very harmonic. Dry-sweetish roasty dusty straw taste with caramel notes. Dust, edgy mouthfeel. Mid-to-full body. Dry meaty fruity aftertaste with paper notes. Chalky. Not bad, but flawed. Probably better when colder. &#40;0.33l bottle, from some supermarket in Kiel.&#41;|6/25/2009 7:01:43 AM|Germany|Schleswig-Holstein|Flensburg|Zwickel/Keller/Landbier
14524|Worthington Ale/Draught/Creamflow|Coors UK (MolsonCoors)|4|5|5|3|8|2.5|Biggish very white lasting creamy head. Chestnut brown body. Meaty linoleum aroma. Dryish-sweetish caramelly meaty taste with nutty notes. Mild mouthfeel. Mid-bodied. Dryish nutty roasted almonds and plastic aftertaste. Lacks bitterness and character, plus some off tastes, and not a lot of on tastes. Did not enjoy very much. &#40;0.5l can, Tesco's, London.&#41;|6/25/2009 7:00:17 AM|England|Staffordshire|Burton-upon-Trent|Bitter
11056|Küppers Kölsch|Küppers Kölsch Brauerei (Oetker Group)|5|3|6|3|12|2.9|Big white lasting head. Yellow body. Light rubbery aroma with fruity notes. Dry fruity grassy rubbery taste with honey and strawberry notes. Thinnish body. Sharpish, dusty mouthfeel. Dry metallic rubbery aftertaste with fruit notes. Long, clean dry edge throughout gives the beer character. Not the most powerful beer, but quite drinkable and somewhat interesting. &#40;0.5l bottle, from some supermarket in Kiel.&#41;|6/25/2009 6:57:52 AM|Germany|North Rhine-Westphalia|Cologne|Kölsch
88624|Estrella Damm Inedit|Damm|6|4|6|3|12|3.1|Big white head. Hazy yellow body. Fruity strawberry and honey aroma with floral notes, very harmonic Dryish papery strawberry and honey taste with milky notes. Mid-to-thin body. Faintly oily chalky mouthfeel. Dry herbal milky wheaty aftertaste. Aroma is nice, but the beer itself is a bit too neutral. Light and drinkable, though. &#40;0.75l bottle, wine monopoly.&#41;|6/25/2009 6:55:40 AM|Spain||Barcelona|Belgian White (Witbier)
43007|Fur Bock|Fur Bryghus|5|4|6|3|13|3.1|Medium yellowish beige head. Dark red body. Faint alcohol aroma, otherwise nothing, which is quite an achievement. Dryish-sweetish earthy wooden malty taste with perfumy peppery notes. Mid-to-full body. Dry roasty caramel and paper aftertaste with toffee and wood notes. Spicy. A bit subdued, but with some subtlety to make up for it. &#40;0.5l bottle brought by Stine from CPH.&#41;|6/24/2009 3:03:42 PM|Denmark||Fur|Dunkler Bock
56297|Fur Renæssance|Fur Bryghus|7|4|6|3|14|3.4|Medium yellowish beige head doesn't last. Dark red body. Roasty syrupy malty aroma with roasted almonds, raisins, earth, and licorice notes. Dryish roasty licorice taste with soy and earth notes. Mid-to-light body. Mild, light mouthfeel. Dry chocolatey soy aftertaste with wooden papery notes. Nice&#033; Tastes old, so has presumably been aged a bit. &#40;0.5l bought by Stine in CPH.&#41;|6/24/2009 2:57:23 PM|Denmark||Fur|Brown Ale
57146|Duckstein Rotblondes Weizen|Holsten-Brauerei (Carlsberg)|6|4|7|4|14|3.5|Biggish white lasting head. Hazy opaque reddish orange body. Wooden banana aroma with roasty lacquer notes. Dry-sweetish delicate roasty earthy banana taste with peppery herbal milky notes. Mid-to-full body. Mild, soft mouthfeel. Dry delicate wooden grassy peppery aftertaste with dried fruit notes. Very nice. One of the most interesting weizens I've had, yet delicate and easy to drink. &#40;0.5l bottle from some supermarket in Kiel.&#41;|6/24/2009 2:55:24 PM|Germany|Hamburg|Hamburg|German Hefeweizen
